4/20/2014,Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Status Code,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types
ELEC,BWI Airport - Hourly Ground Floor,7062 Elm Road,,Baltimore,MD,21240,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,4,,SemaCharge Network,http://www.semacharge.com/,GPS,39.180144,-76.670086,4/20/2014,40005,2014-04-20 07:30:46 UTC,,,J1772
ELEC,Hall Nissan,3417 Western Branch Blvd,,Chesapeake,VA,23321,757-673-8000,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,36.8650124,-76.4181516,5/25/2013,47547,2014-01-20 19:18:20 UTC,P,1/31/2012,J1772
ELEC,Shirlie Slack Mitsubishi,3475 Jefferson Davis Hwy,,Fredericksburg,VA,22408,540-898-0310,E,Public,24 hours daily,,2,,,,200-8,38.272015,-77.493465,4/25/2012,45799,2014-01-20 18:42:17 UTC,P,3/15/2012,J1772
ELEC,One South Street,One South Street Suite 820,,Baltimore,MD,21202,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.289279,-76.610574,4/20/2014,60807,2014-04-20 07:30:43 UTC,,,J1772
ELEC,"Walgreens - Glen Burnie, MD #7701",7953 Crain Highway S,,Glen Burnie,MD,21061,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.13284,-76.636302,4/20/2014,42724,2014-04-20 07:30:47 UTC,,,J1772
ELEC,JBG - Sheraton Tysons Corner - Vienna VA,8661 Leesburg Pike,,Vienna,VA,22180,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,38.931071,-77.24453,4/20/2014,50911,2014-04-20 07:13:46 UTC,,,J1772
ELEC,Dominion Chevrolet Buick GMC,12050 W Broad St,,Richmond,VA,23233,804-474-4599,E,Public - Call ahead,24 hours daily,,1,,,,200-8,37.6592562,-77.6306696,12/31/2013,53958,2014-01-20 18:34:01 UTC,P,11/1/2013,J1772
ELEC,Airlie Center,6809 Airlie Rd,,Warrenton,VA,20187,540-347-1300  734-793-2000,E,Public,24 hours daily,,2,,,,200-8,38.756833,-77.794055,5/25/2012,41581,2014-01-20 19:13:22 UTC,P,10/1/2011,J1772
ELEC,BALTIMORE CITY,40 E West St,,Baltimore,MD,21230,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2760162,-76.6130981,4/20/2014,40017,2014-04-20 07:51:50 UTC,,,NEMA520 J1772
ELEC,CARR PROPERTIES,1800 Diagonal Rd,,Alexandria,VA,22314,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8057289,-77.0597687,4/20/2014,41296,2014-04-20 07:53:54 UTC,,,NEMA520 J1772
ELEC,VORNADO-CES LP,1400 S Joyce St,,Arlington,VA,22202,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8619003,-77.0645065,4/20/2014,45166,2014-04-20 07:58:09 UTC,,,J1772 NEMA520
ELEC,"Walgreens - Abingdon, MD #7357",3005 Emmorton Rd,,Abingdon,MD,21009,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.476922,-76.309179,4/20/2014,42975,2014-04-20 07:30:40 UTC,,,J1772
ELEC,"Walgreens - Eldersberg, MD #7678",1260 Liberty Rd,,Eldersberg,MD,21784,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.4047804,-76.951296,4/20/2014,42984,2014-04-20 07:30:39 UTC,,,J1772
ELEC,BALTIMORE CITY,15 Guilford Ave,,Baltimore,MD,21202,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2900925,-76.6106415,4/20/2014,40003,2014-04-20 07:51:59 UTC,,,NEMA520 J1772
ELEC,TOWER COMPANIES,1909 K St NW,,Washington D.C.,DC,20006,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.902866,-77.044018,4/20/2014,56593,2014-04-20 07:45:30 UTC,,,NEMA520 J1772
ELEC,Corporate Research Center,1861 Pratt Dr,,Blacksburg,VA,24060,540-961-3600,E,Public,24 hours daily,,1,,,,200-8,37.2017,-80.4111999,12/31/2013,54000,2014-01-20 18:39:40 UTC,P,9/1/2013,J1772
ELEC,SHIRLEN BDG,8725 Loch Raven Blvd,,Towson,MD,21286,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3994487,-76.5631125,4/20/2014,51087,2014-04-20 08:04:09 UTC,,,NEMA520 J1772
ELEC,eVgo - Walgreens Freedom Station - SPX,4225 Connecticut Ave NW,,Washington,DC,20008,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,1,1,,eVgo Network,https://www.evgonetwork.com/,200-8,38.944024,-77.062922,3/6/2014,52102,2014-03-06 18:06:09 UTC,P,8/1/2013,NEMA520 J1772
ELEC,Residence Inn Arlington - Ballston,650 N Quincy Street,,Arlington,VA,22203,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.8793867,-77.1075819,4/20/2014,53592,2014-04-20 07:30:50 UTC,,,J1772
ELEC,Nissan of Chantilly,14840 Stonecroft Center C,,Chantilly,VA,20151,703-889-3700,E,Public - Call ahead,Dealership business hours,,1,1,,,200-8,38.8994005,-77.4621997,4/4/2014,39764,2014-04-04 19:16:55 UTC,P,3/15/2011,J1772 CHADEMO
ELEC,Pence Nissan,11841 Midlothian Tpk,,Midlothian,VA,23113,804-378-3000,E,Public - Call ahead,Dealership business hours,,2,,,,GPS,37.50418,-77.61949,5/25/2013,40382,2014-01-20 19:16:50 UTC,P,5/15/2011,J1772
ELEC,DDOT,2000 14th St NW,,Washington D.C.,DC,20009,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9174423,-77.0320892,4/20/2014,56836,2014-04-20 07:32:56 UTC,,,NEMA520 J1772
ELEC,VORNADO-CES LP,2345 Crystal Dr,,Arlington,VA,22202,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.853344,-77.0493088,4/20/2014,53590,2014-04-20 07:44:16 UTC,,,J1772 NEMA520
ELEC,HAMPTON INN,960 N Frederick Ave,,Gaithersburg,MD,20879,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.157055,-77.2190138,4/20/2014,55677,2014-04-20 07:33:58 UTC,,,J1772
ELEC,IBEWLOCAL26JATC,4371 Parliament Pl,,Lanham-Seabrook,MD,20706,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.949705,-76.835576,4/20/2014,40438,2014-04-20 07:54:34 UTC,,,J1772 NEMA520
ELEC,VORNADO-CES LP,2231 Crystal Dr,,Arlington,VA,22202,888-758-4389,E,Public,24 hours daily,1,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.853778,-77.048764,4/20/2014,43292,2014-04-20 07:44:14 UTC,,,J1772 NEMA520
ELEC,Harrisonburg Electric Commission,89 W Bruce St,"Behind the HEC building, off S Liberty St",Harrisonburg,VA,22801,540-434-5361,E,Public,24 hours daily,,1,,,,GPS,38.447533,-78.870744,3/31/2013,41395,2014-01-20 18:27:10 UTC,T,10/3/2011,J1772
ELEC,JBG - Woodglen Drive - Rockville MD,11351 Woodglen Drive,,Rockville,MD,20852,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,39.043177,-77.112082,4/20/2014,51805,2014-04-20 07:10:44 UTC,,,J1772
ELEC,Omni Richmond Hotel,100 S 12th St,,Richmond,VA,23219,804-344-7000,E,Public,Garage business hours; pay lot,,1,,,,200-8,37.5359123,-77.4344269,12/31/2013,53959,2014-01-20 18:52:41 UTC,P,9/1/2013,J1772
ELEC,VORNADO-CES LP,2200 Clarendon Blvd,,Arlington,VA,22201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8900909,-77.0859451,4/20/2014,43290,2014-04-20 07:44:16 UTC,,,J1772 NEMA520
ELEC,Nissan of Bowie,2500 N Crain Hwy,,Bowie,MD,20716,301-731-4400,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.924263,-76.718072,4/4/2014,47688,2014-04-04 19:17:31 UTC,P,1/31/2012,J1772
ELEC,BALTCO REV AUTH,108 Ware Ave,,Towson,MD,21204,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.403444,-76.605035,4/20/2014,42173,2014-04-20 07:50:29 UTC,,,J1772 NEMA520
ELEC,"Walgreens - Alexandria, VA #10616",6717 Richmond Highway,,Alexandria,VA,22306,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.771619,-77.08067,4/20/2014,42654,2014-04-20 07:30:53 UTC,,,J1772
ELEC,MASSANUTTEN,325 Pleasant Valley Rd,,Harrisonburg,VA,22801,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.4011704,-78.9016582,4/20/2014,52263,2014-04-20 07:37:04 UTC,,,NEMA520 J1772
ELEC,First Team Nissan,6520 Peters Creek Rd,,Roanoke,VA,24019,540-362-4800,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,37.346141,-79.962295,5/25/2013,39772,2014-01-20 18:59:13 UTC,P,3/15/2011,J1772
ELEC,TOWER COMPANIES,1828 L St NW,,Washington D.C.,DC,20036,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.903595,-77.0429306,4/20/2014,56591,2014-04-20 07:45:28 UTC,,,NEMA520 J1772
ELEC,IBEWLOCAL26JATC,7016 Infantry Ridge Rd,,Manassas,VA,20109,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8043497,-77.5154961,4/20/2014,41773,2014-04-20 07:54:37 UTC,,,J1772 NEMA520
ELEC,Marion Automotive Group,1025 N Main St,,Marion,VA,24354,276-783-5116,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,36.8431937,-81.5032645,12/31/2013,53952,2014-01-22 01:15:21 UTC,P,7/1/2013,J1772
ELEC,Perdue East,1101 Camden Ave.,,Salisbury,MD,21801,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.3444766,-75.6058571,4/20/2014,40746,2014-04-20 07:30:55 UTC,,,J1772
ELEC,BEULAH II,6412 Beulah St,,Alexandria,VA,22310,888-758-4389,E,Public,24 hours daily,,4,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.778901,-77.147459,4/20/2014,52855,2014-04-20 07:53:42 UTC,,,J1772
ELEC,MOMs Organic Market Waldorf,3301 Plaza Way,,Waldorf,MD,20603,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.6232535,-76.9187793,4/20/2014,50170,2014-04-20 07:30:54 UTC,,,J1772
ELEC,Blue Ridge Nissan,1305 E Main St,,Wytheville,VA,24382,276-228-8621,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,36.9506199,-81.0680262,5/25/2013,47869,2014-01-20 18:58:42 UTC,P,1/31/2012,J1772
ELEC,JBG - Fishers Lane,5635 Fishers Ln,,Rockville,MD,20852,888-998-2546,E,Public - Card key at all times,24 hours daily; network card required,,2,,Blink Network,http://www.blinknetwork.com/,GPS,39.062824,-77.113928,11/30/2013,51804,2014-01-20 18:55:10 UTC,P,5/15/2013,J1772
ELEC,MTA,3 Railroad Ave,,Baltimore,MD,21209,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3762661,-76.6500878,4/20/2014,48037,2014-04-20 07:53:32 UTC,,,NEMA520 J1772
ELEC,The Concord,2600 Crystal Drive,,Arlington,VA,22202,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.8493185,-77.0509999,4/20/2014,43293,2014-04-20 07:30:53 UTC,,,J1772
ELEC,VORNADO-CES LP,5203 Leesburg Pike,,Falls Church,VA,22041,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.844244,-77.119575,4/20/2014,43785,2014-04-20 07:44:14 UTC,,,J1772
ELEC,"Walgreens - Lusby, MD #10402",11745 Rousby Hall Rd,,Lusby,MD,20657,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.37316,-76.442981,4/20/2014,42989,2014-04-20 07:30:55 UTC,,,J1772
ELEC,350GREEN,4020 Eastern Ave,,Baltimore,MD,21224,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2873077,-76.5629196,4/20/2014,43244,2014-04-20 07:39:51 UTC,,,J1772
ELEC,eVgo - Trader Joe's Freedom Station - AeroVironment,14100 Lee Hwy,,Centreville,VA,20120,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,,,1,eVgo Network,https://www.evgonetwork.com/,GPS,38.8953286,-77.4336883,3/6/2014,52552,2014-03-06 18:02:18 UTC,P,1/20/2014,CHADEMO
ELEC,"Walgreens - Forest Hill, MD #9926",2016 Rock Spring Road,,Forest Hill,MD,21050,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.5731928,-76.3851175,4/20/2014,42985,2014-04-20 07:30:39 UTC,,,J1772
ELEC,Hamilton Nissan,1929 Dual Hwy,,Hagerstown,MD,21740,301-733-7222,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.605247,-77.68819,4/4/2014,47698,2014-04-04 19:18:08 UTC,P,1/31/2012,J1772
ELEC,Maryland Dept. of Transportation Corporate Headquarters,7201 Corporate Dr.,,Hanover,MD,21076,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.1871889,-76.6977523,4/20/2014,40027,2014-04-20 07:30:45 UTC,,,J1772
ELEC,350GREEN,6301 York Rd,,Baltimore,MD,21212,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3714828,-76.6095734,4/20/2014,43441,2014-04-20 07:36:15 UTC,,,J1772
ELEC,Comfort Inn Shady Side,Comfort Inn Shady Grove 16216 Frederick Road,,Gaithersburg,MD,20877,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.1198947,-77.1836194,4/20/2014,61378,2014-04-20 07:30:43 UTC,,,J1772
ELEC,Maple Lawn,8160 Maple Lawn Blvd,,Fulton,MD,20759,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,6,,SemaCharge Network,http://www.semacharge.com/,GPS,39.1492209,-76.9046863,4/20/2014,41231,2014-04-20 07:30:45 UTC,,,J1772
ELEC,MTA,11 Dorsey Station Dr,,Elkridge,MD,21075,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1816117,-76.7468373,4/20/2014,53097,2014-04-20 08:04:52 UTC,,,J1772
ELEC,CoStar Group,1331 L St NW,,Washington,DC,20005,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9038887,-77.03098,11/30/2013,38942,2014-01-20 19:16:45 UTC,P,2/15/2011,J1772
ELEC,JBG - L'Enfant Plaza - Washington DC,480 L'Enfant Plaza Southwest,,Washington DC,DC,20024,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,38.883525,-77.025527,4/20/2014,47360,2014-04-20 07:09:17 UTC,,,J1772
ELEC,CARCHARGING,2201 N Pershing Dr,,Arlington,VA,22201,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8811337,-77.0843064,4/20/2014,50412,2014-04-20 07:38:49 UTC,,,J1772
ELEC,CARR PROPERTIES,1255 23rd St NW,,Washington D.C.,DC,20037,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.906868,-77.0499191,4/20/2014,57275,2014-04-20 07:53:56 UTC,,,NEMA520 J1772
ELEC,CLINTONELECTRIC,1850 York Rd,,Lutherville-Timonium,MD,21093,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.4317529,-76.6243781,4/20/2014,53420,2014-04-20 08:05:21 UTC,,,J1772
ELEC,Hotel Madera,1310 New Hampshire Ave.,,Washington,DC,20036,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,38.907699,-77.045671,4/20/2014,48845,2014-04-20 07:12:38 UTC,,,J1772
ELEC,1900 L Street,1900 L Street NW,,Washington,DC,20036,800-663-5633,E,Public - Card key at all times,MO: 12 hours; TU: 12 hours; WE: 12 hours; TH: 12 hours; FR: 12 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.903492,-77.043903,4/20/2014,53553,2014-04-20 07:30:50 UTC,,,J1772
ELEC,MAPLE LAWN 6,8135 Maple Lawn Blvd,,Fulton,MD,20759,888-758-4389,E,Public,24 hours daily,,6,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.1497878,-76.9043792,4/20/2014,55670,2014-04-20 07:34:09 UTC,,,J1772
ELEC,Manulife Building,1100 New York Ave NW,,Washington,DC,20004,202-289-6820,E,Public,Restricted to garage hours; pay lot,1,1,,,,200-8,38.900786,-77.027657,9/30/2012,43835,2014-01-20 18:59:02 UTC,P,12/14/2011,NEMA515 J1772
ELEC,"Walgreens - Waldorf, MD #9032",25 High Street,,Waldorf,MD,20602,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.602321,-76.904329,4/20/2014,42991,2014-04-20 07:30:54 UTC,,,J1772
ELEC,Westfield Montgomery Mall - Tesla,7101 Democracy Blvd,I-270 Exit 1,Bethesda,MD,20817,877-798-3752,E,Public,24 hours daily,,,2,,,200-8,39.0250017,-77.148335,3/6/2014,60102,2014-03-06 17:53:26 UTC,P,1/1/2014,TESLA
ELEC,Darcars Nissan,15911 Indianola Dr,,Rockville,MD,20855,301-309-2200,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.113263,-77.16107,4/4/2014,40030,2014-04-04 19:15:44 UTC,P,3/15/2011,J1772
ELEC,LIFEBRIDGE,5401 Old Court Rd,,Randallstown,MD,21133,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3579597,-76.7828217,4/20/2014,49579,2014-04-20 07:54:03 UTC,,,J1772 NEMA520
ELEC,eVgo - St. Charles Towne Center,11110 Mall Cir,,Waldorf,MD,20603,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,1,1,1,eVgo Network,https://www.evgonetwork.com/,200-8,38.617447,-76.9255854,3/6/2014,60390,2014-04-07 19:44:21 UTC,P,3/5/2014,CHADEMO NEMA520 J1772
ELEC,TISHMAN SPEYER,1775 Pennsylvania Ave NW,,Washington,DC,20006,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.899878,-77.041341,4/20/2014,58082,2014-04-20 08:04:26 UTC,,,J1772
ELEC,McHenry Row,1700 Whetstone Way,McHenry Row and Key Hwy,Baltimore,MD,21230,410-343-7640,E,Public - Call ahead,"9am-6pm M-Th, 8am-5pm F, 10am-5pm Sat, 12pm-5pm Sun",,8,,,,GPS,39.26894,-76.5996,10/31/2012,41989,2014-01-20 19:18:10 UTC,P,11/15/2011,J1772
ELEC,Hampton Chevrolet,1073 W Mercury Blvd,,Hampton,VA,23666,757-838-5450,E,Public - Call ahead,Dealership business hours,,2,,,,200-8,37.041235,-76.384745,12/31/2013,54012,2014-01-20 18:57:51 UTC,P,6/1/2013,J1772
ELEC,Hall Nissan - Virginia Beach,3769 Booney Rd,,Virginia Beach,VA,23452,757-631-7600,E,Public - Call ahead,Dealership business hours,,1,,,,GPS,36.838989,-76.102433,12/25/2013,47577,2014-01-20 18:34:30 UTC,P,1/31/2012,J1772
ELEC,CARCHARGING,30 Massachusetts Ave NE,,Washington D.C.,DC,20002,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8980605,-77.0071942,4/20/2014,56006,2014-04-20 07:37:42 UTC,,,NEMA520 J1772
ELEC,MONTGOMERY PARK,1800 Washington Blvd,,Baltimore,MD,21230,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.27629,-76.64476,4/20/2014,50681,2014-04-20 07:53:25 UTC,,,NEMA520 J1772
ELEC,POTOMAC YARD,2777 South Crystal Drive,,Arlington,VA,22202,888-758-4389,E,Public,24 hours daily,7,7,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8485735,-77.0513785,4/20/2014,46387,2014-04-20 07:42:41 UTC,,,J1772 NEMA520
ELEC,"Walgreens - Fairfax, VA #11927",3050-A Nutley Street,,Fairfax,VA,22031,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.8715587,-77.2634002,4/20/2014,42969,2014-04-20 07:30:48 UTC,,,J1772
ELEC,VT RESEARCH CTR,900 N Glebe Rd,,Arlington,VA,22203,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8808683,-77.1155517,4/20/2014,42212,2014-04-20 07:42:59 UTC,,,NEMA520 J1772
ELEC,DERA,4961 Telsa Drive Suite A,,BOWIE,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9571728,-76.7074433,4/20/2014,58601,2014-04-20 07:30:52 UTC,,,J1772
ELEC,WASH HARBOUR,3000 K St NW,,Washington,DC,20007,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9013098,-77.0596979,4/20/2014,57221,2014-04-20 07:53:19 UTC,,,J1772 NEMA520
ELEC,UDR,"3711 Campus Dr,",,College Park,MD,20783,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9845158,-76.9487957,4/20/2014,55764,2014-04-20 07:35:08 UTC,,,J1772
ELEC,CARR PROPERTIES,901 K St NW,,Washington,DC,20001,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9027557,-77.0246353,4/20/2014,57271,2014-04-20 07:53:53 UTC,,,NEMA520 J1772
ELEC,Harris Teeter,2491 N Harrison St,,Arlington,VA,22207,703-532-8663,E,Public,24 hours daily,,2,,,,200-8,38.8972084,-77.1390543,12/31/2013,53995,2014-01-20 19:11:37 UTC,P,10/11/2013,J1772
ELEC,Kimpton- Hotel Helix,1430 Rhode Island Ave,,Washington,DC,20005,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,Blink Network,http://www.blinknetwork.com/,GPS,38.908287,-77.033156,4/20/2014,48844,2014-04-20 07:12:47 UTC,,,J1772
ELEC,BGE Lord Baltimore Building,2900 Lord Baltimore Dr.,,Baltimore,MD,21244,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.334214,-76.753471,4/20/2014,43187,2014-04-20 07:30:40 UTC,,,J1772
ELEC,122 C Street,122 C Street NW,,Washington,DC,20001,800-663-5633,E,Public - Card key at all times,MO: 12 hours; TU: 12 hours; WE: 12 hours; TH: 12 hours; FR: 12 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.893317,-77.013021,4/20/2014,53555,2014-04-20 07:30:51 UTC,,,J1772
ELEC,MOMs Organic Market Rockville,5566 Randolph Rd,,Rockville,MD,20852,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.0532634,-77.1117749,4/20/2014,48862,2014-04-20 07:30:46 UTC,,,J1772
